pmid,title,pub_year,pubtype,journal
38543180,Real-World Safety Data of the Orphan Drug Onasemnogene Abeparvovec (Zolgensma,2024,Journal Article,"Pharmaceuticals (Basel, Switzerland)"
38542012,An Interpretable Machine Learning Framework for Rare Disease: A Case Study to Stratify Infection Risk in Pediatric Leukemia.,2024,Journal Article,Journal of clinical medicine
38520260,Undiagnosed rare disease clinic identifies a novel UBE3A variant in two sisters with Angelman syndrome: The end of a diagnostic odyssey.,2024,Case Reports; Journal Article,Congenital anomalies
38513414,"Fibrodysplasia Ossificans Progressiva: A rare disease due to unawareness, case report and literature review.",2024,Case Reports; Journal Article,International journal of surgery case reports
38511854,Undiagnosed Disease Network collaborative approach in diagnosing rare disease in a patient with a mosaic CACNA1D variant.,2024,"Case Reports; Journal Article; Research Support, N.I.H., Extramural",American journal of medical genetics. Part A
38511047,Primary Angiosarcoma of Breast: a Case Series of Rare Disease.,2024,Case Reports; Journal Article,Indian journal of surgical oncology
38499353,Male ductal carcinoma in situ: diagnosis and management of a rare disease in men.,2024,Case Reports; Journal Article,BMJ case reports
38496798,Cardiac paraganglioma: implications and impacts of a rare disease-a case report,2024,Case Reports; Journal Article,European heart journal. Case reports
38480914,Advancing rare disease treatment: EMA's decade-long insights into engineered adoptive cell therapy for rare cancers and orphan designation.,2024,Journal Article; Review,Gene therapy
38474117,A Brazilian Rare-Disease Center's Experience with Glucosylsphingosine (lyso-Gb1) in Patients with Gaucher Disease: Exploring a Novel Correlation with IgG Levels in Plasma and a Biomarker Measurement in CSF.,2024,Journal Article,International journal of molecular sciences
38468317,Methodological advances in patient-centered rare disease research: the UTHealth Houston Turner Syndrome Society of the United States research registry.,2024,Journal Article,Orphanet journal of rare diseases
38463174,Navigating rare disease medications: A pharmacist's primer.,2024,Journal Article,Canadian pharmacists journal : CPJ = Revue des pharmaciens du Canada : RPC
38459833,Determining priority indicators of utility for genomic testing in rare disease: A Delphi study.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
38455858,Massive hemoptysis with end stage renal disease (ESRD): An initial symptom of rare disease.,2024,Case Reports; Journal Article,Clinical case reports
38440436,Rosai-Dorfmann Disease: A Rare Disease Presenting as a Unilateral Neck Swelling.,2024,Journal Article,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India
38437851,Reversibility of congenital hypogonadotropic hypogonadism: lessons from a rare disease.,2024,Journal Article,The lancet. Diabetes & endocrinology
38437605,Losing Our Way In A Rare Disease Diagnostic Odyssey.,2024,Journal Article,Health affairs (Project Hope)
38436216,Exome and genome sequencing in a heterogeneous population of patients with rare disease: Identifying predictors of a diagnosis.,2024,"Journal Article; Research Support, N.I.H., Extramural",Genetics in medicine : official journal of the American College of Medical Genetics
38434479,48th annual meeting and international conference of the Indian Society of Human Genetics 2024: fostering collaborations within rare disease research community.,2024,Journal Article,The Lancet regional health. Southeast Asia
38418480,Rare disease research workflow using multilayer networks elucidates the molecular determinants of severity in Congenital Myasthenic Syndromes.,2024,Journal Article,Nature communications
38398450,Transient Neonatal Myasthenia Gravis as a Common Complication of a Rare Disease: A Systematic Review.,2024,Journal Article; Review,Journal of clinical medicine
38394024,Downstream Exclusion in Rural Rare Disease Precision Medicine Research.,2024,Journal Article; Comment,The American journal of bioethics : AJOB
38389293,KTWS (Klippel-Trenaunay-Weber syndrome): A systematic presentation of a rare disease.,2024,Case Reports; Journal Article,Journal of cosmetic dermatology
38376530,Brain stem tumors in children less than 3 months: Clinical and radiologic findings of a rare disease.,2024,Multicenter Study; Journal Article,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
38374433,New Chinese databases are a boost for rare-disease science.,2024,Letter,Nature
38371307,Artificial intelligence and database for NGS-based diagnosis in rare disease.,2023,Journal Article; Review,Frontiers in genetics
38369445,Primary Sjögren's syndrome in Italy: Real-world evidence of a rare disease through administrative healthcare data.,2024,Journal Article,European journal of internal medicine
38367637,Holistic support for children with rare disease.,2024,Journal Article,The Lancet. Child & adolescent health
38367598,Hybrid unsupervised representation learning and pseudo-label supervised self-distillation for rare disease imaging phenotype classification with dispersion-aware imbalance correction.,2024,Journal Article,Medical image analysis
38355619,Lived experiences of genetic diagnosis for rare disease patients: a qualitative interview study.,2024,Journal Article,Orphanet journal of rare diseases
38355605,Genome sequencing as a generic diagnostic strategy for rare disease.,2024,"Journal Article; Research Support, Non-U.S. Gov't",Genome medicine
38340703,"Rare Disease Day: Amplifying voices, advocating hope.",2024,Journal Article,"Med (New York, N.Y.)"
38338679,Diffuse Cutaneous Mastocytosis: A Current Understanding of a Rare Disease.,2024,Journal Article; Review,International journal of molecular sciences
38328345,Zinner syndrome in pediatric patients: rare disease leading to challenging management.,2024,Journal Article,Frontiers in pediatrics
38327174,Cat Scratch Disease of the Breast/Axilla: Recognition of a Rare Disease and Approaches for Differential Diagnosis.,2024,Journal Article; Case Reports,International journal of surgical pathology
38316714,Economic Evaluation of Rare Disease Therapies in India - The Time has Come!,2024,Editorial,Indian journal of pediatrics
38307773,"Intraductal papillary neoplasms of the bile ducts: a comparative study of a rare disease in Europe and Nagoya, Japan.",2024,Journal Article,HPB : the official journal of the International Hepato Pancreato Biliary Association
38299277,Actinomyces-induced Osteomyelitis of the Mandible - A Rare Disease?,2024,Case Reports; Journal Article,Infectious disorders drug targets
38298814,Drug repurposing for rare: progress and opportunities for the rare disease community.,2024,Journal Article,Frontiers in medicine
38291931,[Rare disease in the age of artificial intelligence.].,2024,English Abstract; Journal Article,Recenti progressi in medicina
38287536,Melorheostosis: A rare disease of the bone.,2024,Case Reports; Journal Article,International journal of rheumatic diseases
38283738,Rare presentation of a rare disease: Bilateral congenital lobar overinflation.,2024,Case Reports; Journal Article,Radiology case reports
38282988,Primary Cutaneous Histoplasmosis in an Immunocompetent Individual: A Rare Disease from a Dermoscopic Perspective.,2024,Journal Article,Indian dermatology online journal
38280999,Coding undiagnosed rare disease patients in health information systems: recommendations from the RD-CODE project.,2024,Journal Article,Orphanet journal of rare diseases
38272446,Rescue of secretion of rare-disease-associated misfolded mutant glycoproteins in UGGT1 knock-out mammalian cells.,2024,Journal Article,"Traffic (Copenhagen, Denmark)"
38271481,Bioinformatics of germline variant discovery for rare disease diagnostics: current approaches and remaining challenges.,2024,"Review; Journal Article; Research Support, Non-U.S. Gov't",Briefings in bioinformatics
38270284,Cross-border rare disease advocacy: Preethi Krishnaraj interviews Harsha Rajasimha.,2024,Interview,Disease models & mechanisms
38269772,User Centered Rare Disease Clinical Trial Knowledge Graph (RCTKG).,2024,Journal Article,Studies in health technology and informatics
38260713,Machine learning hypothesis-generation for patient stratification and target discovery in rare disease: our experience with Open Science in ALS.,2023,Journal Article,Frontiers in computational neuroscience
