pmid,title,pub_year,pubtype,journal
36790305,Tuberous Sclerosis: Unusual Findings in the Setting of a Rare Disease.,2023,Journal Article,Arquivos brasileiros de cardiologia
36776198,Spindle Cell Carcinoma Arising in Xeroderma Pigmentosum-A Rare Tumour in a Rare Disease.,2023,Journal Article,Indian dermatology online journal
36764805,Artificial Intelligence in the Genetic Diagnosis of Rare Disease.,2023,"Journal Article; Review; Research Support, N.I.H., Extramural",Clinics in laboratory medicine
36739941,Orbital leiomyoma presenting as inverse globe retraction syndrome: a unique presentation of a rare disease.,2023,Case Reports; Journal Article,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus
36735312,"[ANMCO Position paper: Amyloidosis for the clinical cardiologist. A ""clinical primer"" from the ANMCO Rare Disease Working Group].",2023,English Abstract; Journal Article,Giornale italiano di cardiologia (2006)
36710386,Case study using RWD in the context of a pivotal trial for regulatory approval in a rare disease.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Journal of biopharmaceutical statistics
36700301,"A Case of Intramural Gastric Wall Abscess, a Rare Disease Successfully Treated with Endoscopic Incision and Drainage.",2023,Case Reports; Journal Article,Gut and liver
36697295,"State-of-the-art review on AL amyloidosis in Western Countries: Epidemiology, health economics, risk assessment and therapeutic management of a rare disease.",2023,Journal Article; Review,Blood reviews
36697111,CMV proctitis: a rare disease presentation in a young and immunocompetent man.,2023,Case Reports; Journal Article,BMJ case reports
36691034,Correction to: Sharing is caring: a call for a new era of rare disease research and development.,2023,Published Erratum,Orphanet journal of rare diseases
36684907,Obstacles and expectations of rare disease patients and their families in Türkiye: ISTisNA project survey results.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Frontiers in public health
36670318,"A Case of Progressive Ataxia, Dysphagia, and Dysarthria Caused by a Rare Disease, and Treatment with Lingual Resistance Training.",2023,Case Reports; Journal Article,Dysphagia
36660569,A rare disease of Kallmann syndrome: A case report.,2023,Case Reports; Journal Article,Radiology case reports
36658659,Schimke immunoosseous dysplasia: an ultra-rare disease. a 20-year case series from the tertiary hospital in the Czech Republic.,2023,Case Reports; Journal Article,Italian journal of pediatrics
36658594,A patient advocating for transparent science in rare disease research.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
36647892,A rare disease: a single-center experience of cerebral alveolar echinococcosis in 12 operated patients.,2023,Journal Article,European review for medical and pharmacological sciences
36646063,Use of Complementary and Alternative Medicine in Patients with Autoimmune Bullous Dermatoses: A Cohort Study Analysis of a Rare Disease Group.,2023,Journal Article,Complementary medicine research
36628973,Segmental stiff skin syndrome: report of a rare disease.,2023,Letter,International journal of dermatology
36609126,Commentary: Complexity in rare disease: A look at surgical outcomes in tracheobronchial adenoid cystic carcinoma.,2023,Editorial; Comment,The Journal of thoracic and cardiovascular surgery
38799122,Modeling County-Level Rare Disease Prevalence Using Bayesian Hierarchical Sampling Weighted Zero-Inflated Regression.,2023,Journal Article,Journal of data science : JDS
36542763,HTA challenges for appraising rare disease interventions viewed through the lens of an institutional multidimensional value framework.,2023,Review; Journal Article,Expert review of pharmacoeconomics & outcomes research
36525716,Low grade serous ovarian cancer - A rare disease with increasing therapeutic options.,2023,Journal Article; Review,Cancer treatment reviews
36494514,Can a New Comprehensive Treatment Approach Bring Dawn to Patients with Rare Disease.,2023,Letter,Indian journal of pediatrics
36476402,Rare disease therapeutics: The future of medical genetics in a changing landscape.,2023,Editorial,Genetics in medicine : official journal of the American College of Medical Genetics
36463940,Phenotypic and genotypic correlation evaluation of 148 pediatric patients with Fanconi anemia in a Chinese rare disease cohort.,2023,Journal Article,Clinica chimica acta; international journal of clinical chemistry
36455827,Approaches to the Assessment of Clinical Benefit of Treatments for Conditions That Have Heterogeneous Symptoms and Impacts: Potential Applications in Rare Disease.,2023,"Review; Journal Article; Research Support, U.S. Gov't, P.H.S.; Research Support, N.I.H., Extramural",Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
36450799,A second look at exome sequencing data: detecting mobile elements insertion in a rare disease cohort.,2023,Journal Article,European journal of human genetics : EJHG
36375589,Incidence of Sturge-Weber Syndrome and Risk of Secondary Glaucoma: A Nationwide Population-based Study Using a Rare Disease Registry.,2023,"Journal Article; Research Support, Non-U.S. Gov't",American journal of ophthalmology
36316575,Framework for Patient Experience Value Elements in Rare Disease: A Case Study Demonstrating the Applicability of Combined Qualitative and Quantitative Methods.,2023,Journal Article,PharmacoEconomics - open
36217098,Improving Interpretation of Evidence Relating to Quality of Life in Health Technology Assessments of Rare Disease Treatments.,2023,"Journal Article; Research Support, Non-U.S. Gov't",The patient
36153268,Massive intraperitoneal effusion caused by a rare disease.,2023,Letter,Asian journal of surgery
36115438,When a rare manifestation of a rare disease has an atypical form: Pheochromocytoma-associated Takotsubo cardiomyopathy.,2023,Editorial,International journal of cardiology
35960455,Protocol Design and Performance Benchmarks by Phase and by Oncology and Rare Disease Subgroups.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Therapeutic innovation & regulatory science
35810097,"Autoimmune pancreatitis in pediatrics, a rare disease.",2023,Case Reports; Journal Article,Revista de gastroenterologia de Mexico (English)
34592043,Comprehensive analyses of intraoral spindle cell carcinoma: A rare disease entity revisited.,2023,Journal Article; Review,Oral diseases
36684552,"Achondroplasia: Clinical, Radiological and Molecular Profile from Rare Disease Centre, India.",2023,Journal Article,Journal of pediatric genetics
40191800,Automated Shared Phenotype Discovery in Undiagnosed Cohorts for Rare Disease Research.,2024,Journal Article,Proceedings of the ... International Conference on Machine Learning and Applications. International Conference on Machine Learning and Applications
39973411,Privacy-by-Design with Federated Learning will drive future Rare Disease Research.,2024,Journal Article; Review,Journal of neuromuscular diseases
39776134,"Reviewed article: Carvalho EA, Hopker RH, Pedroso GH, Almeida LS, Pacher JAT, Antônio ALM, Souza J, Zeny MS, Santos MLSF, Valle DAV, Andrade FA. Characterization of patients treated at a rare disease referral service: a descriptive study, 2016-2021. Epidemiol Serv Saúde. 2024;33:e20240204. 10.1590/S2237-96222024v33e20240204.en.",2024,Journal Article,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil
39776132,"Characterization of patients treated at a rare disease referral service: a descriptive study, 2016-2021.",2024,Journal Article,Epidemiologia e servicos de saude : revista do Sistema Unico de Saude do Brasil
39763565,"Mitochondrial DNA variant detection in over 6,500 rare disease families by the systematic analysis of exome and genome sequencing data resolves undiagnosed cases.",2024,Journal Article; Preprint,medRxiv : the preprint server for health sciences
39752188,Improving Social Media-Based Support Groups for the Rare Disease Community: Interview Study With Patients and Parents of Children with Rare and Undiagnosed Diseases.,2024,Journal Article,JMIR human factors
39739290,Leveraging domain knowledge for synthetic ultrasound image generation: a novel approach to rare disease AI detection.,2025,Journal Article,International journal of computer assisted radiology and surgery
39730168,Alkaptonuria: a rare disease with multiorgan manifestation and a long-awaited diagnosis.,2024,Case Reports; Journal Article,BMJ case reports
39725821,How are patient inputs considered in HTA? A thematic document analysis of NICE ultra-rare disease appraisals.,2024,Journal Article,The European journal of health economics : HEPAC : health economics in prevention and care
39708237,Supporting the continuous development and use of a patient partnership framework in European rare disease networks (ERNs): a scoping review of frameworks in the scientific literature.,2025,Journal Article; Review,Journal of community genetics
39707934,Where the Genetic Code Meets the Zip Code: Advancing Equity in Rare Disease Genomics.,2024,Journal Article,The Hastings Center report
39702219,Multi-stakeholder sessions on major innovation topics in rare disease clinical trials.,2024,Journal Article,Orphanet journal of rare diseases
39700857,"UniVar: A variant interpretation platform enhancing rare disease diagnosis through robust filtering and unified analysis of SNV, INDEL, CNV and SV.",2025,Journal Article,Computers in biology and medicine
39696506,Assessing the effectiveness of measurement scales in evaluating the health-related quality of life in rare disease patients after treatment: a systematic review.,2024,Journal Article; Systematic Review,Health and quality of life outcomes
