ORPHAcode,Preferred term,Typology,PrevalenceType,ValMoy,PrevalenceClass,PrevalenceQualification,PrevalenceGeographic,PrevalenceValidationStatus,Source
52688,Myelodysplastic syndrome,Clinical group,Point prevalence,1.35,1-9 / 100 000,Value and class,Japan,Not yet validated,7718765[PMID]
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,3.35,1-9 / 100 000,Value and class,United States,Validated,18443215[PMID]_17345612[PMID]_National Cancer Institute[INST]_ORPHANET
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,5.4,1-9 / 100 000,Value and class,Greece,Not yet validated,23572136[PMID]
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,8.5,1-9 / 100 000,Value and class,United Kingdom,Not yet validated,7986716[PMID]_7819118[PMID]_ ORPHANET
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,3.5,1-9 / 100 000,Value and class,Sweden,Not yet validated,7720834[PMID]
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,0.5,1-9 / 1 000 000,Value and class,Romania,Validated,19411107[PMID]
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,8.1,1-9 / 100 000,Value and class,Spain,Validated,14555322[PMID]
52688,Myelodysplastic syndrome,Clinical group,Point prevalence,15.0,1-5 / 10 000,Value and class,United States,Not yet validated,emedicine 2009[OTHER]
52688,Myelodysplastic syndrome,Clinical group,Point prevalence,0.0,1-9 / 100 000,Class only,Europe,Not yet validated,ORPHANET
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,1.95,1-9 / 100 000,Value and class,Poland,Validated,27699872[PMID]
52688,Myelodysplastic syndrome,Clinical group,Point prevalence,6.2,1-9 / 100 000,Value and class,Poland,Validated,27699872[PMID]
52688,Myelodysplastic syndrome,Clinical group,Annual incidence,3.8,1-9 / 100 000,Value and class,Switzerland,Validated,28056392[PMID]
538096,Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
538096,Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy,Disease,Cases/families,13.0,,Case(s),Worldwide,Validated,22971091[PMID]_9771672[PMID]
52503,X-linked creatine transporter deficiency,Disease,Cases/families,150.0,,Case(s),Worldwide,Validated,23644449[PMID]
52503,X-linked creatine transporter deficiency,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_23644449[PMID]
538101,Congenital axonal neuropathy with encephalopathy,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_18358405[PMID]
538101,Congenital axonal neuropathy with encephalopathy,Disease,Cases/families,7.0,,Case(s),Worldwide,Validated,18358405[PMID]
52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,Disease,Cases/families,26.0,,Family(ies),Worldwide,Validated,20301649[PMID]
52430,Inclusion body myopathy with Paget disease of bone and frontotemporal dementia,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_20301649[PMID]
52416,Mantle cell lymphoma,Disease,Annual incidence,0.8,1-9 / 1 000 000,Value and class,United States,Validated,28444739[PMID]_SEER Surveillance Epidemiology and End Results 2007-2013[INST]
52416,Mantle cell lymphoma,Disease,Point prevalence,3.5,1-9 / 100 000,Value and class,Europe,Validated,[EXPERT]_European Medicines Agency 2015[INST]
52416,Mantle cell lymphoma,Disease,Annual incidence,1.05,1-9 / 100 000,Value and class,France,Validated,Institut National du Cancer 2013[INST]
52427,Retinitis punctata albescens,Disease,Point prevalence,0.125,1-9 / 1 000 000,Value and class,Worldwide,Validated,23929416[PMID]
52427,Retinitis punctata albescens,Disease,Point prevalence,0.175,1-9 / 1 000 000,Value and class,Europe,Validated,ORPHANET_European Medecines Agency 2016[INST]
52417,MALT lymphoma,Disease,Annual incidence,0.3,1-9 / 1 000 000,Value and class,Europe,Validated,[EXPERT]_RARECARE surveillance of rare cancers in Europe[REG]
52417,MALT lymphoma,Disease,Annual incidence,1.59,1-9 / 100 000,Value and class,United States,Validated,22893605[PMID]_National Cancer Institute[INST]
52417,MALT lymphoma,Disease,Point prevalence,4.0,1-9 / 100 000,Value and class,Europe,Validated,European Medicines Agency 2013[INST]
52056,Ulnar/fibula ray defect-brachydactyly syndrome,Malformation syndrome,Cases/families,1.0,,Family(ies),Worldwide,Validated,14564152[PMID]
52056,Ulnar/fibula ray defect-brachydactyly syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_14564152[PMID]
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,14556245[PMID]
52055,Corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_14556245[PMID]
52368,Mohr-Tranebjaerg syndrome,Disease,Cases/families,91.0,,Case(s),Worldwide,Validated,20301395[PMID]
52368,Mohr-Tranebjaerg syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_20301395[PMID]
53271,Muenke syndrome,Malformation syndrome,Prevalence at birth,3.33,1-9 / 100 000,Value and class,Worldwide,Validated,15241680[PMID]
53271,Muenke syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
53271,Muenke syndrome,Malformation syndrome,Prevalence at birth,2.3,1-9 / 100 000,Value and class,Australia,Validated,34626670[PMID]
53296,Familial cutaneous collagenoma,Disease,Cases/families,16.0,,Case(s),Worldwide,Validated,5657391[PMID]_486326[PMID]_22028557[PMID]
53296,Familial cutaneous collagenoma,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_5657391[PMID]_486326[PMID]_22028557[PMID]
53347,Brody myopathy,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_32040565[PMID]_22704959[PMID]
52994,Orbital leiomyoma,Disease,Cases/families,26.0,,Case(s),Worldwide,Validated,23562416[PMID]
52994,Orbital leiomyoma,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_23562416[PMID]
53035,Caroli disease,Malformation syndrome,Annual incidence,0.1,1-9 / 1 000 000,Value and class,Worldwide,Validated,14696493[PMID]
53035,Caroli disease,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_15559623[PMID]
52759,Vasculitis,Category,Point prevalence,6.3,1-9 / 100 000,Value and class,Europe,Not yet validated,ORPHANET
52901,Isolated follicle stimulating hormone deficiency,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
538863,Classic pyoderma gangrenosum,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_25213386[PMID]
538863,Classic pyoderma gangrenosum,Clinical subtype,Annual incidence,0.0,1-9 / 1 000 000,Class only,Italy,Validated,ORPHANET_29877043[PMID]
538756,Familial multiple discoid fibromas,Disease,Cases/families,44.0,,Case(s),Worldwide,Validated,29067220[PMID]
538756,Familial multiple discoid fibromas,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_29067220[PMID]
538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,Disease,Cases/families,23.0,,Case(s),Worldwide,Validated,6446889[PMID]_2976839[PMID]_27639257[PMID]
538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_6446889[PMID]_2976839[PMID]_27639257[PMID]
53583,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,Disease,Cases/families,20.0,,Case(s),Worldwide,Validated,21832227[PMID]
53583,Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_21832227[PMID]
53540,Goldmann-Favre syndrome,Disease,Cases/families,50.0,,Case(s),Worldwide,Validated,ORPHANET
53540,Goldmann-Favre syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
53372,Hereditary geniospasm,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
53351,X-linked dystonia-parkinsonism,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Europe,Validated,15390042[PMID]
53351,X-linked dystonia-parkinsonism,Disease,Point prevalence,0.31,1-9 / 1 000 000,Value and class,Philippines,Validated,21047175[PMID]_20301662[PMID]_ [EXPERT]
54247,Posterior cortical atrophy,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
538934,X-linked lymphoproliferative disease due to XIAP deficiency,Disease,Cases/families,100.0,,Case(s),Worldwide,Validated,29942301[PMID]
538934,X-linked lymphoproliferative disease due to XIAP deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_29942301[PMID]
54251,Aseptic abscess syndrome,Disease,Cases/families,49.0,,Case(s),Worldwide,Validated,ORPHANET
54251,Aseptic abscess syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
538931,X-linked lymphoproliferative disease due to SAP deficiency,Disease,Cases/families,100.0,,Case(s),Worldwide,Validated,29942301[PMID]
538931,X-linked lymphoproliferative disease due to SAP deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_29942301[PMID]
54057,Thrombotic thrombocytopenic purpura,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
54057,Thrombotic thrombocytopenic purpura,Disease,Annual incidence,0.35,1-9 / 1 000 000,Value and class,Worldwide,Validated,18637802[PMID]_23729372[PMID]_31730475[PMID]
54028,Plummer-Vinson syndrome,Disease,Cases/families,25.0,,Case(s),Worldwide,Validated,ORPHANET
54028,Plummer-Vinson syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
53719,Wyburn-Mason syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_ISBN:3211695001[OTHER]
53719,Wyburn-Mason syndrome,Malformation syndrome,Cases/families,90.0,,Case(s),Worldwide,Validated,ISBN:3211695001[OTHER]
53721,Spinal arteriovenous metameric syndrome,Malformation syndrome,Cases/families,45.0,,Case(s),Worldwide,Validated,26130930[PMID]
53721,Spinal arteriovenous metameric syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_26130930[PMID]
53715,Familial tumoral calcinosis,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
53696,Arthrogryposis-anterior horn cell disease syndrome,Malformation syndrome,Cases/families,15.0,,Case(s),Worldwide,Validated,7821908[PMID]
53696,Arthrogryposis-anterior horn cell disease syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,7821908[PMID]_ORPHANET
538872,Vegetative pyoderma gangrenosum,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_25213386[PMID]
538872,Vegetative pyoderma gangrenosum,Clinical subtype,Annual incidence,0.0,<1 / 1 000 000,Class only,Italy,Validated,ORPHANET_29877043[PMID]
53697,Gnathodiaphyseal dysplasia,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_27068316[PMID]
538869,Bullous pyoderma gangrenosum,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_25213386[PMID]
538869,Bullous pyoderma gangrenosum,Clinical subtype,Annual incidence,0.0,<1 / 1 000 000,Class only,Italy,Validated,ORPHANET_29877043[PMID]
538866,Pustular pyoderma gangrenosum,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_25213386[PMID]
538866,Pustular pyoderma gangrenosum,Clinical subtype,Annual incidence,0.0,<1 / 1 000 000,Class only,Italy,Validated,ORPHANET_29877043[PMID]
53693,GRACILE syndrome,Disease,Prevalence at birth,2.0,1-9 / 100 000,Value and class,Finland,Validated,22970607[PMID]
53693,GRACILE syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Finland,Not yet validated,22970607[PMID]
53693,GRACILE syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Europe,Not yet validated,ORPHANET
48818,Aceruloplasminemia,Disease,Point prevalence,0.1,1-9 / 1 000 000,Value and class,Japan,Validated,10449129[PMID]
48818,Aceruloplasminemia,Disease,Point prevalence,0.09,<1 / 1 000 000,Value and class,Worldwide,Validated,ORPHANET
49041,IgG4-related retroperitoneal fibrosis,Clinical subtype,Annual incidence,0.35,1-9 / 1 000 000,Value and class,Europe,Validated,[EXPERT]
49041,IgG4-related retroperitoneal fibrosis,Clinical subtype,Point prevalence,0.0,1-9 / 100 000,Class only,Finland,Not yet validated,16427494[PMID]
49041,IgG4-related retroperitoneal fibrosis,Clinical subtype,Point prevalence,0.0,1-9 / 100 000,Class only,Europe,Not yet validated,ORPHANET
48918,Focal myositis,Disease,Cases/families,115.0,,Case(s),Worldwide,Validated,15546587[PMID]
48918,Focal myositis,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
49382,Achromatopsia,Disease,Point prevalence,2.7,1-9 / 100 000,Value and class,Worldwide,Validated,ISBN:521590531[OTHER]
49042,Dentinogenesis imperfecta,Disease,Point prevalence,14.5,1-5 / 10 000,Value and class,Europe,Validated,[EXPERT]
538958,Combined immunodeficiency due to CD70 deficiency,Disease,Cases/families,6.0,,Case(s),Worldwide,Validated,29942301[PMID]
538958,Combined immunodeficiency due to CD70 deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_29942301[PMID]
48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome,Malformation syndrome,Cases/families,170.0,,Case(s),Worldwide,Validated,20301787[PMID]
48431,Congenital cataracts-facial dysmorphism-neuropathy syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_20301787[PMID]
538963,Combined immunodeficiency due to ITK deficiency,Disease,Cases/families,13.0,,Case(s),Worldwide,Validated,29942301[PMID]
538963,Combined immunodeficiency due to ITK deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_29942301[PMID]
48435,Postinfectious vasculitis,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
48686,Primary effusion lymphoma,Disease,Cases/families,200.0,,Case(s),Worldwide,Validated,[EXPERT]
48686,Primary effusion lymphoma,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
48652,Phelan-McDermid syndrome,Malformation syndrome,Cases/families,200.0,,Case(s),Worldwide,Validated,ORPHANET
48652,Phelan-McDermid syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
50809,Talo-patello-scaphoid osteolysis,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,12910489[PMID]
50809,Talo-patello-scaphoid osteolysis,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_12910489[PMID]
50810,Microlissencephaly-micromelia syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,12749064[PMID]
50810,Microlissencephaly-micromelia syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_12749064[PMID]
50811,Lipodystrophy-intellectual disability-deafness syndrome,Disease,Cases/families,3.0,,Case(s),Worldwide,Validated,12923870[PMID]
50811,Lipodystrophy-intellectual disability-deafness syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_12923870[PMID]
50812,Zellweger-like syndrome without peroxisomal anomalies,Disease,Cases/families,2.0,,Case(s),Worldwide,Validated,12784304[PMID]
50812,Zellweger-like syndrome without peroxisomal anomalies,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_12784304[PMID]
50814,Craniolenticulosutural dysplasia,Malformation syndrome,Cases/families,28.0,,Case(s),Worldwide,Validated,ORPHANET
50814,Craniolenticulosutural dysplasia,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
50815,Branchiogenic deafness syndrome,Malformation syndrome,Cases/families,5.0,,Case(s),Worldwide,Validated,12833414[PMID]
50815,Branchiogenic deafness syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_12833414[PMID]
49566,Acquired purpura fulminans,Disease,Annual incidence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
49566,Acquired purpura fulminans,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
49827,Thiamine-responsive megaloblastic anemia syndrome,Disease,Cases/families,80.0,,Case(s),Worldwide,Validated,[EXPERT]
